"subject","comment","predicate","object","reference_version","target_version"
"epo:Project","","adms:identifier","adms:Identifier","3.1.0","4.0.0-rc.1"
"epo:PurchaseContract","","epo:resultsFromMiniCompetitionAwardOutcome","epo:MiniCompetitionAwardOutcome","3.1.0","4.0.0-rc.1"
"epo:ReviewDecision","","epo:hasRemedyValue","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo:ReviewRequest","","epo:hasReviewRequestFee","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo:Reviewer","","epo:hasReviewBodyType","at-voc:review-body-type","3.1.0","4.0.0-rc.1"
"epo:SelectedCandidateList","","epo:containsCandidate","epo:Candidate","3.1.0","4.0.0-rc.1"
"epo:SelectedCandidateList","","epo:hasStartDate","epo:Period","3.1.0","4.0.0-rc.1"
"epo:SubmissionStatisticalInformation","","epo:summarisesInformationForAwardOutcome","epo:AwardOutcome","3.1.0","4.0.0-rc.1"
"epo:SubmissionTerm","","epo:hasTenderValidityPeriod","epo:Period","3.1.0","4.0.0-rc.1"
"epo:TenderAwardOutcome","","epo:indicatesAwardToWinner","epo:Winner","3.1.0","4.0.0-rc.1"
"epo:TenderAwardOutcome","","epo:concernsTender","epo:Tender","3.1.0","4.0.0-rc.1"
"epo:Tender","","epo:hasSubcontracting","at-voc:applicability","3.1.0","4.0.0-rc.1"
"epo:VehicleInformation","","epo:concernsGreenProcurement","epo:GreenProcurement","3.1.0","4.0.0-rc.1"
"epo:VehicleInformation","","epo:specifiesCleanVehicleDirectiveVehicleCategory","at-voc:vehicle-category","3.1.0","4.0.0-rc.1"
"epo:VehicleInformation","","epo:specifiesCleanVehicleDirectiveContractType","at-voc:cvd-contract-type","3.1.0","4.0.0-rc.1"
"epo:Winner","","epo:needsToBeATenderer","epo:Tenderer","3.1.0","4.0.0-rc.1"
"foaf:Agent","","adms:identifier","adms:Identifier","3.1.0","4.0.0-rc.1"
"foaf:Person","","epo:hasCertification","epo-cat:Certificate","3.1.0","4.0.0-rc.1"
"locn:Address","","adms:identifier","adms:Identifier","3.1.0","4.0.0-rc.1"
"org:Organization","","epo:hasLegalIdentifier","adms:Identifier","3.1.0","4.0.0-rc.1"
"org:Organization","","epo:hasRegistrationCountry","at-voc:country","3.1.0","4.0.0-rc.1"
"org:Organization","","epo:hasCertification","epo-cat:Certificate","3.1.0","4.0.0-rc.1"
"org:Organization","","epo:hasTaxIdentifier","adms:Identifier","3.1.0","4.0.0-rc.1"
"epo-cat:Catalogue","","epo:specifiesCatalogueReceiver","epo:CatalogueReceiver","3.1.0","4.0.0-rc.1"
"epo-cat:Catalogue","","epo:specifiesCatalogueProvider","epo:CatalogueProvider","3.1.0","4.0.0-rc.1"
"epo-cat:Catalogue","","epo:specifiesBuyer","epo:Buyer","3.1.0","4.0.0-rc.1"
"epo-cat:InformationHub","","epo-cat:isSpecificToLine","epo-cat:Line","3.1.0","4.0.0-rc.1"
"epo-cat:Item","","epo-ord:hasTaxInformation","epo-ord:TaxInformation","3.1.0","4.0.0-rc.1"
"epo-cat:Item","","epo:hasCertification","epo-cat:Certificate","3.1.0","4.0.0-rc.1"
"epo-cat:Item","","epo:hasSellerItemID","adms:Identifier","3.1.0","4.0.0-rc.1"
"epo-cat:Item","","dct:isReplacedBy","epo-cat:Item","3.1.0","4.0.0-rc.1"
"epo-cat:Item","","epo:hasSerialID","adms:Identifier","3.1.0","4.0.0-rc.1"
"epo-cat:Item","","epo-cat:hasExternalSpecification","epo:Document","3.1.0","4.0.0-rc.1"
"epo-cat:Line","","epo-cat:specifiesItem","epo-cat:Item","3.1.0","4.0.0-rc.1"
"epo-cat:Line","","adms:identifier","adms:Identifier","3.1.0","4.0.0-rc.1"
"epo-cat:PostAwardDocument","","epo-cat:hasDocumentType","at-voc-new:document-type","3.1.0","4.0.0-rc.1"
"epo-cat:PostAwardDocument","","epo:hasDocumentStatus","at-voc-new:document-status","3.1.0","4.0.0-rc.1"
"epo-cat:Price","","epo-ord:hasPriceDiscountInformation","epo-ord:AllowanceInformation","3.1.0","4.0.0-rc.1"
"epo-cat:Price","","epo:hasPriceSurchargeInformation","epo-cat:ChargeInformation","3.1.0","4.0.0-rc.1"
"epo-ord:DeliveryAgreement","","epo-ord:specifiesDeliveryAgreementLocation","dct:Location","3.1.0","4.0.0-rc.1"
"epo-ord:DeliveryInformation","","epo-ord:specifiesPlaceOfDelivery","dct:Location","3.1.0","4.0.0-rc.1"
"epo-ord:DeliveryInformation","","epo-ord:specifiesGeneralDeliveryAgreement","epo-ord:DeliveryAgreement","3.1.0","4.0.0-rc.1"
"epo-ord:DeliveryInformation","","epo-ord:specifiesSpecificDeliveryAgreement","epo-ord:DeliveryAgreement","3.1.0","4.0.0-rc.1"
"epo-ord:DeliveryInformation","","epo-ful:hasTrackingID","adms:Identifier","3.1.0","4.0.0-rc.1"
"epo-ord:OrderLine","","epo-cat:hasQuantity","epo:Quantity","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasTotalTaxInclusiveAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasTotalTaxExclusiveAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo:specifiesDespatcher","epo-ful:Despatcher","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasTotalLineAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo:refersToProject","epo:Project","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasTotalAllowanceAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo:specifiesSeller","epo-ord:Seller","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasRoundingAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:specifiesAllowanceInformation","epo-ord:AllowanceInformation","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasPrepaidAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasAmountDueForPayment","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo:specifiesBuyer","epo:Buyer","3.1.0","4.0.0-rc.1"
"epo-ord:Order","","epo-ord:hasTotalChargeAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:OriginatorInformation","","epo-ord:concernsOriginatorRequest","epo:OriginatorRequest","3.1.0","4.0.0-rc.1"
"epo-ord:AllowanceChargeInformation","(renamed from epo-ord:PriceModifierInformation)","epo:isCalculatedOn","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:AllowanceChargeInformation","(renamed from epo-ord:PriceModifierInformation)","epo-ord:hasTaxInformation","epo-ord:TaxInformation","3.1.0","4.0.0-rc.1"
"epo-ord:AllowanceChargeInformation","(renamed from epo-ord:PriceModifierInformation)","epo-cat:hasAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:AllowanceChargeInformation","(renamed from epo-ord:PriceModifierInformation)","epo-ful:hasAllowanceChargeReason","at-voc-new:allowance-charge-reason","3.1.0","4.0.0-rc.1"
"epo-ord:TaxInformation","","epo:isCalculatedOn","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:TaxInformation","","epo-cat:hasAmount","epo:MonetaryValue","3.1.0","4.0.0-rc.1"
"epo-ord:TaxInformation","","epo-cat:hasTaxCategory","at-voc-new:tax-category","3.1.0","4.0.0-rc.1"
"epo-ord:TaxInformation","","epo-cat:hasTaxScheme","at-voc-new:tax-scheme","3.1.0","4.0.0-rc.1"
"epo-ord:TaxInformation","","epo-cat:hasVATCategory","at-voc-new:vat-category","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponseInformation","","epo-ord:isSpecificToOrderResponseLine","epo-ord:OrderResponseLine","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponseInformation","","epo-ord:hasDeliveryPeriod","epo:Period","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponseInformation","","epo-ord:hasAcceptanceStatus","at-voc-new:ResponseStatus","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponseLine","","epo-ord:isSubmittedForOrderLine","epo-ord:OrderLine","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponse","","epo-ord:comprisesOrderResponseLine","epo-ord:OrderResponseLine","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponse","","epo-ord:isSubmittedForOrder","epo-ord:Order","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponse","","epo-ord:specifiesOrderResponseInformation","epo-ord:OrderResponseInformation","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponse","","epo-ord:specifiesSeller","epo-ord:Seller","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponse","","epo-ord:specifiesBuyer","epo:Buyer","3.1.0","4.0.0-rc.1"
"epo-ord:OrderResponse","","epo-ord:implementsContract","epo:Contract","3.1.0","4.0.0-rc.1"
"epo-not:CompetitionNotice","","epo:announcesLot","epo:Lot","3.1.0","4.0.0-rc.1"
"epo-not:CompetitionNotice","","epo:announcesLotGroup","epo:LotGroup","3.1.0","4.0.0-rc.1"
"epo-not:CompetitionNotice","","epo:announcesRole","epo:AgentInRole","3.1.0","4.0.0-rc.1"
"epo-not:CompetitionNotice","","epo:announcesProcedure","epo:Procedure","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:announcesCompletionOfContract","epo:Contract","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToAwardDecision","epo:AwardDecision","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToLot","epo:Lot","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:announcesReviewObject","epo:ReviewObject","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToLotGroupAwardInformation","epo:LotGroupAwardInformation","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToRole","epo:AgentInRole","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToNoticeAwardInformation","epo:NoticeAwardInformation","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:announcesRole","epo:AgentInRole","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToLotGroup","epo:LotGroup","3.1.0","4.0.0-rc.1"
"epo-not:CompletionNotice","","epo:refersToProcedure","epo:Procedure","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToLotGroup","epo:LotGroup","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToContractToBeModified","epo:Contract","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToLot","epo:Lot","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:announcesRole","epo:AgentInRole","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToNoticeAwardInformation","epo:NoticeAwardInformation","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToAwardDecision","epo:AwardDecision","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToProcedure","epo:Procedure","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:refersToLotGroupAwardInformation","epo:LotGroupAwardInformation","3.1.0","4.0.0-rc.1"
"epo-not:ContractModificationNotice","","epo:announcesContractAmendment","epo-con:ContractAmendment","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesLotGroupAwardInformation","epo:LotGroupAwardInformation","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesContract","epo:Contract","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesLot","epo:Lot","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesRole","epo:AgentInRole","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesNoticeAwardInformation","epo:NoticeAwardInformation","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesProcedure","epo:Procedure","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesLotGroup","epo:LotGroup","3.1.0","4.0.0-rc.1"
"epo-not:DirectAwardPrenotificationNotice","","epo:announcesAwardDecision","epo:AwardDecision","3.1.0","4.0.0-rc.1"
"epo-not:PlanningNotice","","epo:announcesPlannedProcurementPart","epo:PlannedProcurementPart","3.1.0","4.0.0-rc.1"
"epo-not:PlanningNotice","","epo:announcesRole","epo:AgentInRole","3.1.0","4.0.0-rc.1"
